experiment,owner,task,judge,status,started_at,finished_at,language,model,tooling,prompt,effort,agent,stack,replicate,code_quality,test_coverage,defect_rate,maintainability,idiomatic,token_efficiency,requirement_coverage,factual_accuracy,runtime,duration_seconds,tokens,cost_usd,turns,max_context_tokens,second_try,agent_steps
retort/experiment-15,retort,unknown,,completed,2026-06-20 01:05:32.898255,2026-06-20 01:05:32.898259,go,openrouter/z-ai/glm-5.2,none,,,omp,,3,1.0,0.762,1.0,0.8807818681451393,,0.03246015515954166,,,,763.7607995420112,338877.0,0.17392459999999998,,,,
retort/experiment-15,retort,unknown,,completed,2026-06-20 01:06:31.222409,2026-06-20 01:06:31.222446,rust,openrouter/z-ai/glm-5.2,none,,,omp,,3,0.8333333333333334,1.0,1.0,0.9455087774448699,,0.049238121041865715,,,,582.921003083,3155685.0,0.731507,,,,
retort/experiment-15,retort,unknown,,failed,2026-06-20 01:06:40.378675,2026-06-20 01:06:40.378686,go,openrouter/nvidia/nemotron-3-ultra-550b-a55b,none,,,omp,,1,1.0,0.618,1.0,0.8592004816227313,,1.0,,,,1810.1371177920082,,,,,,
retort/experiment-15,retort,unknown,,failed,2026-06-20 01:09:48.497873,2026-06-20 01:09:48.497876,typescript,openrouter/nvidia/nemotron-3-ultra-550b-a55b,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,183.3876086250093,703444.0,0.19046419999999997,,,,
retort/experiment-15,retort,unknown,,completed,2026-06-20 01:22:36.441865,2026-06-20 01:22:36.441877,typescript,openrouter/z-ai/glm-5.2,none,,,omp,,3,0.7333333333333334,1.0,1.0,0.904002285801003,,1.0,,,,1005.1619609170011,1008358.0,0.36936290000000005,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 03:27:22.192508,2026-06-14 03:27:22.192515,python,openrouter/z-ai/glm-5.1,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,95.08569525000348,,0.0,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 03:32:28.070022,2026-06-14 03:32:28.070028,python,openrouter/qwen/qwen3.7-plus,none,,,omp,,1,0.6222222222222222,0.97,0.9533799533799534,0.7153958515921706,,0.12634776006074414,,,,393.9986592090063,65850.0,0.006011648,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 03:38:27.950591,2026-06-14 03:38:27.950593,python,openrouter/tencent/hy3-preview,none,,,omp,,1,0.6666666666666666,0.46,0.7910135841170324,0.3503504929101651,,0.16786824652761065,,,,648.0425883749995,103891.0,0.002389653,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 03:40:14.206780,2026-06-14 03:40:14.206787,python,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,1,0.6666666666666666,0.85,0.947136563876652,0.5979037766523511,,0.20896560148079943,,,,849.5847115409997,106429.0,0.01796219,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 03:48:15.664008,2026-06-14 03:48:15.664018,typescript,openrouter/anthropic/claude-opus-4.8,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.6124001941656122,,1.0,,,,1348.0936660000007,154747.0,0.10375349999999998,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 04:03:35.015647,2026-06-14 04:03:35.015649,typescript,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.5526328995799131,,1.0,,,,1857.8114706670021,160128.0,0.027557119999999997,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 04:06:16.873683,2026-06-14 04:06:16.873685,python,openrouter/anthropic/claude-opus-4.8,none,,,omp,,1,0.6666666666666666,0.94,0.9529688418577308,0.6392293498259294,,0.18108185650283598,,,,1649.7514127499962,181244.0,0.11564775,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 04:12:01.340557,2026-06-14 04:12:01.340561,csharp,openrouter/deepseek/deepseek-v3.2,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,1422.7513205840005,,0.0,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 04:13:29.440626,2026-06-14 04:13:29.440629,csharp,openrouter/z-ai/glm-5.1,none,,,omp,,1,1.0,1.0,1.0,0.6548032463866319,,0.39199999999999996,,,,85.04443779199937,,0.0,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 04:16:21.485797,2026-06-14 04:16:21.485799,typescript,openrouter/deepseek/deepseek-v3.2,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,601.5646647500034,,0.0,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 04:16:48.004023,2026-06-14 04:16:48.004026,typescript,openrouter/minimax/minimax-m3,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,789.3270205829976,,0.0,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 04:23:51.454432,2026-06-14 04:23:51.454434,python,openrouter/minimax/minimax-m3,none,,,omp,,1,0.6666666666666666,0.94,0.9917423616845582,0.7106963947505515,,1.0,,,,2400.077715666004,,,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 04:27:09.318572,2026-06-14 04:27:09.318576,typescript,openrouter/tencent/hy3-preview,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,618.4197670420035,93978.0,0.0023759189999999998,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 04:27:11.913001,2026-06-14 04:27:11.913003,typescript,openrouter/qwen/qwen3.7-plus,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.27431144830307796,,1.0,,,,646.4798984579975,80544.0,0.006961088,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 04:28:39.187802,2026-06-14 04:28:39.187805,python,openrouter/deepseek/deepseek-v3.2,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,276.1529376670005,,0.0,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 04:31:06.886736,2026-06-14 04:31:06.886738,csharp,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,234.11196708299394,,0.0,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 04:37:00.442401,2026-06-14 04:37:00.442404,typescript,openrouter/z-ai/glm-5.1,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.5337513269190931,,1.0,,,,497.3058336670001,75628.0,0.015810788,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 04:51:17.046544,2026-06-14 04:51:17.046546,csharp,openrouter/minimax/minimax-m3,none,,,omp,,1,1.0,0.9928,1.0,0.6402199382091239,,0.248589428197345,,,,1201.4605391249934,170321.0,0.011039519999999999,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 04:56:37.235095,2026-06-14 04:56:37.235098,csharp,openrouter/anthropic/claude-opus-4.8,none,,,omp,,1,1.0,0.8301000000000001,1.0,0.6178196456730723,,0.2175005023106289,,,,1171.352919375,159264.0,0.10621475,,,,
retort/experiment-16,retort,unknown,,completed,2026-06-14 05:02:40.270169,2026-06-14 05:02:40.270171,csharp,openrouter/qwen/qwen3.7-plus,none,,,omp,,1,1.0,0.8342,1.0,0.5544793981441423,,0.11876118412675009,,,,678.8595529580052,149207.0,0.01110432,,,,
retort/experiment-16,retort,unknown,,failed,2026-06-14 05:20:10.267915,2026-06-14 05:20:10.267918,csharp,openrouter/tencent/hy3-preview,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,1048.9261665000013,,0.0,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 12:29:17.965087,2026-06-14 12:29:17.965090,typescript,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,1,0.7333333333333334,0.8271999999999999,1.0,0.41921169256821006,,1.0,,,,786.3890006669972,9090644.0,2.13307274,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 12:29:42.381592,2026-06-14 12:29:42.381597,typescript,openrouter/anthropic/claude-opus-4.8,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.5785212885873089,,1.0,,,,1486.1383971250034,11123411.0,9.817500249999998,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 12:32:16.476325,2026-06-14 12:32:16.476328,csharp,openrouter/z-ai/glm-5.1,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,151.40613362500153,1697571.0,0.5909063999999999,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 12:42:54.247767,2026-06-14 12:42:54.247770,typescript,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,812.735148125008,4623197.0,0.6359483080000001,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 12:43:54.437952,2026-06-14 12:43:54.437955,typescript,openrouter/qwen/qwen3.7-plus,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.18048321021315836,,1.0,,,,518.2216255830135,2242162.0,0.22281964800000004,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 12:45:02.651238,2026-06-14 12:45:02.651246,python,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,2400.2167847920064,,,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 12:50:01.329693,2026-06-14 12:50:01.329695,typescript,openrouter/anthropic/claude-opus-4.8,none,,,omp,,2,0.7333333333333334,1.0,1.0,0.5645128846621518,,1.0,,,,1061.0827420419955,9219587.0,7.967951500000001,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 12:54:55.810286,2026-06-14 12:54:55.810289,csharp,openrouter/qwen/qwen3.7-plus,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,719.4868512079993,8357128.0,0.6860043519999999,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 13:06:10.262398,2026-06-14 13:06:10.262404,python,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,1,0.6666666666666666,0.86,0.0,0.35610572757449516,,0.012215319615231656,,,,1255.546412124997,3515258.0,0.5923471850000002,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 13:07:32.771780,2026-06-14 13:07:32.771789,csharp,openrouter/anthropic/claude-opus-4.8,none,,,omp,,2,1.0,1.0,1.0,0.6598183314509186,,0.004448113154702677,,,,1048.0136491669982,7855016.0,7.376777999999999,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:08:51.419174,2026-06-14 13:08:51.419177,typescript,openrouter/z-ai/glm-5.1,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,157.92448495799908,2106983.0,0.572012812,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 13:09:17.441020,2026-06-14 13:09:17.441023,csharp,openrouter/z-ai/glm-5.1,none,,,omp,,2,1.0,1.0,1.0,0.36927368467930516,,0.000850817044817222,,,,101.50910916599969,1151834.0,0.35183596,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:14:59.746510,2026-06-14 13:14:59.746516,csharp,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,1201.8043114159955,890280.0,0.3741280300000001,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:27:28.868663,2026-06-14 13:27:28.868666,typescript,openrouter/qwen/qwen3.7-plus,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,263.1660890839994,153368.0,0.023487936,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:27:32.019794,2026-06-14 13:27:32.019798,csharp,openrouter/anthropic/claude-opus-4.8,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,1116.1551400409953,9241284.0,8.221775250000002,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:27:32.387757,2026-06-14 13:27:32.387762,csharp,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,1091.3512507499981,7067814.0,1.4817404,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:29:43.092719,2026-06-14 13:29:43.092724,typescript,openrouter/z-ai/glm-5.1,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,129.89692095801,1555867.0,0.43028308400000004,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 13:30:17.588219,2026-06-14 13:30:17.588225,python,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,2,0.6666666666666666,0.91,0.0,0.2969377103313011,,0.005123766905734534,,,,1151.9156176250108,5655995.0,0.6086057160000001,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:32:58.437156,2026-06-14 13:32:58.437165,csharp,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,325.57794583399664,1349330.0,0.123489598,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:34:42.052026,2026-06-14 13:34:42.052032,typescript,openrouter/qwen/qwen3.7-plus,none,,,omp,,3,0.0,0.0,0.0,0.0,,0.0,,,,427.1285723750043,2604620.0,0.24748851200000002,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:34:44.836118,2026-06-14 13:34:44.836121,python,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,102.69664820798789,408991.0,0.12886047,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 13:39:28.602621,2026-06-14 13:39:28.602625,typescript,openrouter/z-ai/glm-5.1,none,,,omp,,3,0.7333333333333334,1.0,1.0,0.7236709608902382,,1.0,,,,581.4085935409967,2626638.0,0.5854001159999999,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:43:11.488194,2026-06-14 13:43:11.488197,typescript,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,503.3143198330072,2322144.0,0.16720477800000003,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 13:52:36.285527,2026-06-14 13:52:36.285529,csharp,openrouter/z-ai/glm-5.1,none,,,omp,,3,1.0,0.9290999999999999,1.0,0.5987965390307695,,0.005428289400427944,,,,781.647380209004,5316592.0,1.1300165239999995,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 13:56:39.329290,2026-06-14 13:56:39.329296,csharp,openrouter/qwen/qwen3.7-plus,none,,,omp,,2,1.0,1.0,1.0,0.23370346979314827,,0.002391705175967268,,,,803.6380684580072,6555992.0,0.5593971200000001,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 13:58:09.013526,2026-06-14 13:58:09.013533,typescript,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,1664.7875676249969,7713322.0,1.6975134599999997,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 13:59:16.992962,2026-06-14 13:59:16.992972,typescript,openrouter/anthropic/claude-opus-4.8,none,,,omp,,3,0.7333333333333334,1.0,1.0,0.56323796232334,,1.0,,,,1471.1025774580048,9655493.0,8.937676750000003,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 14:14:39.813846,2026-06-14 14:14:39.813852,csharp,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,3,1.0,0.5283,1.0,0.46545817121533867,,0.003008627175571623,,,,1311.0185529159935,14318823.0,0.43354968099999996,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 14:20:51.571172,2026-06-14 14:20:51.571182,csharp,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,3,1.0,0.6797,1.0,0.5548004725275875,,0.0014118845125719035,,,,1289.6974711249932,17777658.0,3.705423750000001,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 14:27:58.647596,2026-06-14 14:27:58.647602,csharp,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,1788.6876621249976,20217175.0,1.5054090530000006,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 14:32:57.619339,2026-06-14 14:32:57.619344,python,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,3,0.6666666666666666,0.69,0.6859666339548578,0.34869027339717745,,0.003353036670491593,,,,1227.9193632499955,11577565.0,2.3839996200000004,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 15:02:17.054966,2026-06-14 15:02:17.054973,csharp,openrouter/anthropic/claude-opus-4.8,none,,,omp,,3,1.0,0.8881999999999999,1.0,0.6475089425658375,,0.0017694034971252235,,,,1754.9624833749986,17859126.0,13.978261500000002,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-14 15:22:11.748451,2026-06-14 15:22:11.748457,python,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,3,0.6666666666666666,0.91,0.0,0.6455503000328026,,0.0023989159767729366,,,,1645.7010865420016,13389381.0,1.6780373239999997,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 16:02:16.013195,2026-06-14 16:02:16.013200,typescript,openrouter/moonshotai/kimi-k2.7-code,none,,,omp,,3,0.0,0.0,0.0,0.0,,0.0,,,,2400.1159566660062,,,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 16:23:56.454093,2026-06-14 16:23:56.454095,typescript,openrouter/deepseek/deepseek-v4-pro,none,,,omp,,3,0.0,0.0,0.0,0.0,,0.0,,,,1297.5701686249959,10543978.0,1.2386975610000004,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-14 16:36:30.537563,2026-06-14 16:36:30.537567,csharp,openrouter/qwen/qwen3.7-plus,none,,,omp,,3,0.0,0.0,0.0,0.0,,0.0,,,,752.2117507079965,6848585.0,0.571806272,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-20 02:03:47.487834,2026-06-20 02:03:47.487845,python,openrouter/z-ai/glm-5.2,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,607.9331769999999,,,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-20 02:14:30.342369,2026-06-20 02:14:30.342378,typescript,openrouter/z-ai/glm-5.2,none,,,omp,,3,0.7333333333333334,1.0,1.0,0.6545973370981021,,1.0,,,,1252.0159589590003,5420036.0,1.5430929000000004,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-20 02:25:21.859471,2026-06-20 02:25:21.859475,csharp,openrouter/z-ai/glm-5.2,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,1907.225756792,12693763.0,3.4498152000000006,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-20 02:32:41.301178,2026-06-20 02:32:41.301182,typescript,openrouter/z-ai/glm-5.2,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.4600492065398413,,1.0,,,,1729.5949942500001,13230612.0,3.2874238000000005,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-20 02:33:31.318756,2026-06-20 02:33:31.318769,typescript,openrouter/z-ai/glm-5.2,none,,,omp,,2,0.7333333333333334,1.0,1.0,0.28288783893923664,,1.0,,,,2400.1304975,,,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-20 02:37:34.560130,2026-06-20 02:37:34.560136,csharp,openrouter/z-ai/glm-5.2,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,2640.1080582080003,,,,,,
retort/experiment-17,retort,unknown,,failed,2026-06-20 02:38:58.225959,2026-06-20 02:38:58.225962,csharp,openrouter/z-ai/glm-5.2,none,,,omp,,3,0.0,0.0,0.0,0.0,,0.0,,,,1467.2406857080005,8056046.0,2.2601203999999995,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-20 02:56:19.676638,2026-06-20 02:56:19.676641,python,openrouter/z-ai/glm-5.2,none,,,omp,,3,0.6666666666666666,0.87,0.7776601376389624,0.4920872756673564,,0.002138684440213034,,,,1837.2930139999999,16440013.0,4.438355299999999,,,,
retort/experiment-17,retort,unknown,,completed,2026-06-20 03:19:46.013960,2026-06-20 03:19:46.013963,python,openrouter/z-ai/glm-5.2,none,,,omp,,2,0.6666666666666666,0.88,0.8988877654196158,0.48269161496394036,,0.0017125156873763236,,,,2507.1005149580005,21839216.0,5.2592719,,,,
retort/experiment-18,retort,unknown,,completed,2026-06-15 01:48:43.379322,2026-06-15 01:48:43.379327,python,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,3,0.6666666666666666,0.68,0.0,0.49871655110160346,,0.010245985548246673,,,,510.68427420800435,3296901.0,2.4490391999999996,,,,
retort/experiment-18,retort,unknown,,completed,2026-06-15 01:50:28.764998,2026-06-15 01:50:28.765007,typescript,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.5090823390322303,,1.0,,,,626.988337584,2812221.0,2.41522875,,,,
retort/experiment-18,retort,unknown,,failed,2026-06-15 10:40:14.961673,2026-06-15 10:40:14.961682,csharp,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,4.4668892089976,38097.0,0.14444774999999999,,,,
retort/experiment-18,retort,unknown,,failed,2026-06-15 10:40:18.500998,2026-06-15 10:40:18.501002,python,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,4.273045166977681,38150.0,0.14464649999999998,,,,
retort/experiment-18,retort,unknown,,failed,2026-06-15 10:40:18.586340,2026-06-15 10:40:18.586347,python,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,1,0.0,0.0,0.0,0.0,,0.0,,,,4.371551207994344,38099.0,0.14445524999999998,,,,
retort/experiment-18,retort,unknown,,completed,2026-06-15 10:52:42.996506,2026-06-15 10:52:42.996509,typescript,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,2,0.7333333333333334,0.825,1.0,0.5127775894059775,,1.0,,,,739.1815312500112,7183162.0,3.7239184500000007,,,,
retort/experiment-18,retort,unknown,,failed,2026-06-15 10:52:47.942492,2026-06-15 10:52:47.942496,csharp,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,3,0.0,0.0,0.0,0.0,,0.0,,,,4.662717165978393,38193.0,0.14480774999999999,,,,
retort/experiment-18,retort,unknown,,failed,2026-06-15 10:54:30.905846,2026-06-15 10:54:30.905850,csharp,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,2,0.0,0.0,0.0,0.0,,0.0,,,,855.7008538749942,764052.0,1.2572769000000001,,,,
retort/experiment-18,retort,unknown,,failed,2026-06-15 11:01:50.520672,2026-06-15 11:01:50.520676,typescript,openrouter/anthropic/claude-sonnet-4.6,none,,,omp,,3,0.0,0.0,0.0,0.0,,0.0,,,,433.8485084169952,2432444.0,1.83628155,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 16:26:40.636506,2026-06-15 16:26:40.636510,python,claude-sonnet-4-6,none,,,omp,,1,0.6666666666666666,0.96,0.9626517273576097,0.5148968541638699,,0.006175606540551338,,,,368.9812217919998,3219117.0,1.7154127499999996,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 16:32:29.688065,2026-06-15 16:32:29.688068,typescript,claude-sonnet-4-6,none,,,omp,,1,0.7333333333333334,1.0,1.0,0.8543931240780674,,1.0,,,,729.6368661670003,4605620.0,2.6252117999999993,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 16:37:10.993657,2026-06-15 16:37:10.993660,python,claude-sonnet-4-6,none,,,omp,,2,0.6666666666666666,0.72,0.9203821656050956,0.6574193500977786,,0.0049524166454738925,,,,611.612621708,4781504.0,2.5604001,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 16:43:21.638942,2026-06-15 16:43:21.638945,csharp,claude-sonnet-4-6,none,,,omp,,1,1.0,0.5996,1.0,0.6052270084329177,,0.0018591754885882242,,,,1381.3464611249997,15189529.0,6.4525129500000045,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 16:45:17.743769,2026-06-15 16:45:17.743772,typescript,claude-sonnet-4-6,none,,,omp,,2,0.7333333333333334,1.0,1.0,0.5302248861946951,,1.0,,,,759.0669398749997,6834211.0,3.3841553999999987,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 16:51:07.435208,2026-06-15 16:51:07.435211,csharp,claude-sonnet-4-6,none,,,omp,,2,1.0,1.0,1.0,0.4879226517839041,,0.0038921553076602146,,,,833.6297858329999,6001816.0,3.0749586000000004,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 16:59:47.853564,2026-06-15 16:59:47.853568,typescript,claude-sonnet-4-6,none,,,omp,,3,0.7333333333333334,1.0,1.0,0.5636167180100234,,1.0,,,,866.503843042,10001630.0,5.9783691,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 17:01:00.453748,2026-06-15 17:01:00.453751,python,claude-sonnet-4-6,none,,,omp,,3,0.6666666666666666,0.92,0.7150489759572574,0.5888291564104154,,0.004574871002807675,,,,570.6047358329997,4446027.0,2.33472195,,,,
retort/experiment-19,retort,unknown,,completed,2026-06-15 17:12:28.793064,2026-06-15 17:12:28.793067,csharp,claude-sonnet-4-6,none,,,omp,,3,1.0,0.6212,1.0,0.41303860506748924,,0.0050123545926350046,,,,684.6052047089997,4991666.0,2.893850549999999,,,,
retort/experiment-mu-glm52-claudecode,retort,brazil-soccer-mcp,,completed,2026-07-18 13:42:34.314909,2026-07-18 13:42:34.314916,python,z-ai/glm-5.2,none,,,claude-code,,2,0.6666666666666666,0.92,1.0,0.6902849593736816,,0.0031050835661492883,,,,1173.7013687500003,14035049.0,9.961621000000001,77.0,,1.0,
retort/experiment-mu-glm52-claudecode,retort,brazil-soccer-mcp,,crashed,2026-07-18 13:52:11.613912,2026-07-18 13:52:11.613923,csharp,z-ai/glm-5.2,none,,,claude-code,,1,0.0,0.0,0.0,0.0,,0.0,,,,2403.0924250840035,0.0,,,,,
retort/experiment-mu-glm52-claudecode,retort,brazil-soccer-mcp,,crashed,2026-07-18 13:52:52.745043,2026-07-18 13:52:52.745053,python,z-ai/glm-5.2,none,,,claude-code,,1,0.6666666666666666,0.53,0.8243412797992472,0.473148844893744,,1.0,,,,2402.908557082992,0.0,,,,,
retort/experiment-mu-glm52-claudecode,retort,brazil-soccer-mcp,,crashed,2026-07-18 14:22:40.542382,2026-07-18 14:22:40.542390,csharp,z-ai/glm-5.2,none,,,claude-code,,2,0.0,0.0,0.0,0.0,,0.0,,,,2402.3982007500017,0.0,,,,,
retort/experiment-mu-glm52-claudecode,retort,brazil-soccer-mcp,,crashed,2026-07-18 14:33:02.012535,2026-07-18 14:33:02.012546,typescript,z-ai/glm-5.2,none,,,claude-code,,1,0.7333333333333334,1.0,1.0,0.5553851627254324,,1.0,,,,2403.2549406670005,0.0,,,,,
retort/experiment-mu-glm52-ompfix,retort,brazil-soccer-mcp,,completed,2026-07-15 11:35:43.954171,2026-07-15 11:35:43.954178,csharp,openrouter/z-ai/glm-5.2,none,,,omp,,2,1.0,0.8584,1.0,0.6380522952449827,,0.0025985651448199648,1.0,,,1323.8849034169689,11090736.0,2.5800220353599994,,,,
retort/experiment-mu-glm52-ompfix,retort,brazil-soccer-mcp,,completed,2026-07-15 11:45:12.281764,2026-07-15 11:45:12.281781,python,openrouter/z-ai/glm-5.2,none,,,omp,,1,0.6666666666666666,0.92,0.8319327731092436,0.5650322709881698,,0.005796783174805427,0.9167,,,1868.1032780000241,7959587.0,1.9576177167799993,,,,
retort/experiment-mu-glm52-ompfix,retort,brazil-soccer-mcp,,completed,2026-07-15 11:48:47.376446,2026-07-15 11:48:47.376453,csharp,openrouter/z-ai/glm-5.2,none,,,omp,,1,1.0,0.9479000000000001,1.0,0.7303000428791006,,0.0027352217561532467,0.75,,,2116.488051249995,9227771.0,1.87934635316,,,,
